idstd,id,a4a,a6a,a2,a4b,a0,a3a,a6b,a14d,a14m,a14y,a14h,a14min,a1,a12,a1a,a1c,a7,a7a,a7b,a11,a7c,a9,a20y,a20m,a20d,b1,b1x,b3,b2a,b2b,b2c,b2d,b4,b4a,KENb1,KENb2,b5,b6,b6a,b6b,b7,b7a,b8,b8x,KENb3,KENb4,c3,c4,c5,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c12,c13,c14,c15,c16,c17,c22b,c30a,d1a1a,d1a1x,d1a3,d2,d2x,n3,d3a,d3b,d3c,d4,d5a,d8,d10,d11,d12a,d12b,d13,d14,d15a,d30a,d30b,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,e6,e11,e30,h1,h2,h3x,h4x,h5,h6x,h7x,h8,h9,KENh1a,KENh1b,KENh1c,KENh2a,KENh2b,KENh2c,KENh2d,KENh3,KENh4a,KENh4b,KENh4c,KENh4d,KENh5,KENh6,KENh7,KENh8,KENh9a,KENh9b,KENh9c,f1,f2,KENf1a,KENf1b,KENf1c,KENf1d,KENf1e,g6a,g1a,g2,g3,g4,g5a,g5b,g5bx,g30a,i1,i2a,i2b,i3,i4a,i4b,i30,k3a,k3bc,k3e,k3f,k3hd,KENk1,KENk2,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5hdj,k5hdj1,k4b,n5c,n5d,k6,k7,k8,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15b,k15c,k15d,k16,k17,k20a1,k21,KENk3,KENk4,KENk5,k30,MMs1,MMs2,MMs3,MMs4,MMs5,MMs6,MMs7,MMs8,MMs9,MMs10,MMs12,MMs11,h7a,j2,j3,j4,j5,KENj1,KENj2,j6a,j6,j7a,j7b,KENj3,KENj4,KENj5,KENj6,KENj7,KENj8,j10,j11,j12,j13,j14,j15,KENj9,KENj10,KENj11a,KENj11b,j30a,j30b,j30c,j30e,j30f,h30,l1,l2,l3a,l3b,l4a1,l4a2,l4b,l5a,l5b,l5,l6,l6a,l8,l9b,l9b1,l10,l11a,l11a1,l11b,l11b1,l30a,l30b,m1a,n2a,n2e,n2b,n2i,n2p,n2e1,n7a,a15d,a15m,a15y,a15h,a15min,a15a1a,a15a1ax,a15a2a,a15a3,a15a1bx,a15a2b,a15b3,a15a1cx,a15a2c,a15c3,a16,a17,a18,a19h,a19m,a13,a3b,a3c,a3,d1a2,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata
628592,18,Food,Medium,Kiambu,Food,Manufacturing,Kiambu,Small,18,7,2018,14,14,Kenya,Nb1204,English,Establishment,No,,,,,,2017,12,31,Limited partnership,,60,100,0,0,0,No,,100,0,1974,Don't know (spontaneous),Yes,1974,5,Yes,No,,Don't know (spontaneous),No,No,,,Yes,6.0,12.0,0.0,30.0,,Yes,30.0,No,,,Yes,10.0,24.0,No,Major obstacle,Manufacturing of ,Animal Feeds,100,15000000.0,Fifteen Million,Don't know (spontaneous),100,0,0,,,,No losses,No losses,40,60,No,,,Major obstacle,Major obstacle,We fixed it but did not take further action,Yes,1-2 production performance indicators,Yes,Main focus was on long-term (one year or more) production targets,Targets were not achieved,All managers and most production workers,No,,Does not apply (spontaneous),After 6 months of identifying non-manager under-performance,Local â main product sold mostly in same municipality where establishment is located,100.0,No,No,Does not apply,Yes,No,Animal Feeds Fortified With Vitamins,The Content; We Added Vitamins To Boost Animal Health And Growth,No,,,Yes,100000.0,No,No,No,No,No,No,No,Did not have a product to patent,No,No,No,No,Yes,No,,Interactions with customers,Minor obstacle,Very severe obstacle,Minor obstacle,Don't know (spontaneous),54.0,Yes,Yes,Yes,Yes,Yes,100,80,No,,,,,,No obstacle,Yes,20.0,,No,,,No obstacle,100,0,0,0,0,,,No,,,,,,,,,,,,,,,No,,,No,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,Yes,No,No effect,,Major obstacle,No,,,,,,,,,,,Establishmment's payment are too large to use mobile money,Strongly agree,80,Yes,2.0,No,No,,No,,No payments or gifts are paid,,No,,No,,No,,Yes,7.0,No,Yes,5.0,No,No,,Remain the same,Increase,Major obstacle,Moderate obstacle,Minor obstacle,Very severe obstacle,Minor obstacle,No obstacle,15,15,10.0,5.0,6.0,4.0,0.0,0.0,1.0,,3,1.0,6.0,100.0,,Yes,100.0,,80.0,,No obstacle,Minor obstacle,Political instability,2000000.0,3000000.0,800000.0,,15000000.0,3000000.0,5000000.0,18,7,2018,15,1,4,,5,Female,,,,,,,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,Nb1252,No,No,50.000 to 250.000,1533,Kiambu,Medium (20-99),Food,Panel,3.021709,3.6231718,2.2305832,93
628593,19,Food,Small,Kiambu,Food,Manufacturing,Kiambu,Small,20,6,2018,13,37,Kenya,Nb1380,English,Establishment,Yes,3.0,Yes,Yes,Yes,,2017,9,30,Shareholding company with non-traded shares or shares traded privately,,40,100,0,0,0,Yes,30.0,40,0,1985,6,Yes,1985,24,No,No,,No,Yes,Yes,Still in process,No,Yes,4.0,4.0,0.0,40.0,,Yes,100.0,No,,,No,,,No,Very severe obstacle,Manufacturing of ,Coffee,100,15000000.0,Fifteen Million,12000000.0,0,100,0,,,1985.0,No internal shipments made (does not apply),,100,0,,,,Major obstacle,Major obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,1-2 production performance indicators,Yes,Combination of short term and long term production targets,Possible to achieve with some effort,All managers and most production workers,No,,Does not apply (spontaneous),DOES NOT APPLY (SPONTANEOUS),International,2.0,No,Yes,Very severe obstacle,No,,,,No,,,No,,,,,No,No,No,No,Did not have a product to patent,No,No,No,No,Yes,No,,Interactions with customers,Minor obstacle,Major obstacle,Major obstacle,65.0,46.0,No,Yes,No,No,No,100,100,No,,,,,,No obstacle,Yes,,360000.0,No,,,Major obstacle,80,20,0,0,0,,,No,,,,,,,,,,,,,,,No,,,Yes,Yes,No,,,,,,,,,,,,,No,No,Size of loan and maturity were insufficient,,Yes,No,Negatively affected,Use of retained earnings or internal finance,Major obstacle,No,,,,,,,,,,,Establishmment's payment are too large to use mobile money,Tend to agree,No time was spent,No,,,Yes,1.0,No,,No payments or gifts are paid,,No,,No,,No,,No,,,Yes,Less than one day,No,No,,Does not apply,Does not apply,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,6,6,4.0,2.0,0.0,4.0,0.0,1.0,1.0,,10,5.0,3.0,,5.0,No,,,,,Minor obstacle,No obstacle,Electricity,869365.0,Don't know (spontaneous),24000.0,,1300000.0,90150.0,5000000.0,20,6,2018,15,34,6,,12,Male,,,,,,,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,Nb1252,No,No,Less than 50.000,1549,Kiambu,Small (5-19),Food,Panel,9.003431,9.685157,12.982904,85
628594,23,Food,Large,Kirinyaga,Food,Manufacturing,Kirinyaga,Medium,17,1,2019,13,24,Kenya,Ce1017,English,Establishment,No,,,,,,2017,6,30,Shareholding company with non-traded shares or shares traded privately,,99,100,0,0,0,Yes,30.0,0,0,1993,110,Yes,1993,22,Yes,Yes,"Rain Forest Alliance, Iso 2200, Iso 9001-2015 And Sustainable Agriculture",No,No,No,,,Yes,1.0,0.0,50.0,1.0,,Yes,1.0,No,,,Yes,5.0,2.0,Yes,No obstacle,Manufacturing of ,Processing Of Tea,100,1500000000.0,One Billion And Five Hundred Million ,1000700000.0,3,67,30,45.0,No,1993.0,No losses,No losses,100,0,,,,No obstacle,No obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,10 or more production performance indicators,Yes,Combination of short term and long term production targets,Possible to achieve without much effort,All managers and most production workers,Yes,Their team or shift performance as measured by targets,Based solely on performance and ability,After 6 months of identifying non-manager under-performance,Local â main product sold mostly in same municipality where establishment is located,0.0,No,Yes,No obstacle,No,,,,Yes,"Introduced Weigh Feeder- Displays The Amount Of Green Leaf That Passes Through The Machine Per Hour, Therefore Production Cost Is Lower. Also, Introduced Preheater To Conserve Heat Energy","Previous Method Used For Estimating The Amount Of Green Leaf Was A Manual And Tedious Process That Was Ineffective. Also, They Used More Firewood Compared To Now When They Are Using The Preheater",No,,Yes,Yes,Yes,No,No,Yes,No,Did not have a product to patent,No,No,No,No,Yes,No,,Consultancy firms or individual consultants,No obstacle,Minor obstacle,No obstacle,75.0,96.0,No,No,No,No,No,100,100,Yes,14.0,No,,,,No obstacle,Yes,,2500000.0,No,,,No obstacle,5,3,0,92,0,,,Yes,40000000.0,0.0,70.0,,0.0,,30.0,,0.0,,0.0,,0.0,,No,,,Yes,Yes,Yes,State-owned banks or government agency,2018.0,5000000.0,No,,,,,,,1.0,20000000.0,No,Yes,,Application was approved in full,Yes,No,Negatively affected,Use of retained earnings or internal finance,No obstacle,Yes, Reduce the time spent in financial transactions,No,,No,,No,,No,,,,Tend to agree,2,Yes,1.0,Yes,Yes,3.0,No,,No payments or gifts are paid,,No,,No,,No,,No,,,No,,,Yes,In line with my expectation,Remain the same,Remain the same,Does not apply,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,45,45,30.0,15.0,8.0,12.0,10.0,9.0,5.0,,216,71.0,3.0,90.0,,No,,,,,No obstacle,No obstacle,Labor regulations,75000000.0,991057862.0,35000000.0,,1101100000.0,700000000.0,Don't know (spontaneous),17,1,2019,14,15,4,,3,Female,,,,,,,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,Ce1015,No,No,Less than 50.000,1549,Kirinyaga,Large (100+),Food,Panel,1.0811205,1.2139986,1.3053528,78
628595,24,Food,Small,Kirinyaga,Food,Manufacturing,Kirinyaga,Small,6,9,2018,12,42,Kenya,Ce1017,English,Establishment,No,,,,,,2017,9,30,Shareholding company with non-traded shares or shares traded privately,,99,100,0,0,0,Yes,30.0,0,0,1977,9,Yes,1977,30,No,Yes,Fair-Trade And Rainforest,No,No,Yes,30.0,No,Yes,1.0,2.0,0.0,None,,Yes,1.0,No,,,Yes,3.0,24.0,No,Moderate obstacle,Manufacturing of ,Processing Of Coffee,100,18222722.0,"Eighteen Million, Two Hundred And Twenty Two Thousand, Seven Hundred And Twenty Two",17337400.0,0,100,0,,,1977.0,No losses,No losses,100,0,,,,Moderate obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,Yes,1-2 production performance indicators,Yes,Combination of short term and long term production targets,Possible to achieve with normal amount of effort,Most managers and most production workers,No,,"Based partly on performance and ability, and partly on other factors (for example, tenure or family connections)",Rarely or never,International,Too many to count,No,No,No obstacle,No,,,,Yes,Provision Of Farm Inputs To Farmers,Provision Of Farm Inputs Has Led To Increase In Production,Yes,None (spontaneous),No,No,No,No,No,No,No,Not aware of the importance of patenting a new product or process,No,No,No,No,Yes,No,,Internet,No obstacle,No obstacle,Moderate obstacle,100.0,45.0,No,No,No,No,No,100,100,No,,,,,,Minor obstacle,Yes,,50256.0,No,,,Moderate obstacle,100,0,0,0,0,,,No,,,,,,,,,,,,,,,No,,,Yes,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,Yes,No,No effect,,No obstacle,No,,,,,,,,,,,Customers don't use mobile money,Strongly agree,2,No,,,Yes,5.0,No,,1.0,,No,,No,,No,,No,,,No,,,No,,Increase,Increase,Moderate obstacle,No obstacle,Minor obstacle,No obstacle,No obstacle,Minor obstacle,9,9,4.0,5.0,2.0,2.0,0.0,0.0,0.0,,20,8.0,3.0,99.0,,Yes,100.0,,100.0,,No obstacle,No obstacle,Transport,698000.0,10000000.0,50138.0,,14578178.0,9500000.0,50000000.0,6,9,2018,13,45,4,,2,Male,,,,,,,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,Ce1015,No,No,Less than 50.000,1549,Kirinyaga,Small (5-19),Food,Panel,2.0673792,1.9398539,4.551427,68
628596,26,Food,Medium,Kiambu,Food,Manufacturing,Kiambu,Medium,19,7,2018,14,27,Kenya,Nb1204,English,Establishment,No,,,,,,2017,12,31,Limited partnership,,Don't know (spontaneous),100,0,0,0,Yes,10.0,100,0,1997,3,Yes,1997,30,No,No,,No,No,No,,,Yes,Don't know (spontaneous),,,10.0,,Yes,10.0,No,,,No,,,No,Minor obstacle,Manufacturing of ,Maize Flour,100,Don't know (spontaneous),,Don't know (spontaneous),100,0,0,,,,No losses,No losses,100,0,,,,Minor obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,No,,Yes,Combination of short term and long term production targets,Targets were not achieved,Most managers and some production workers,No,,Based solely on performance and ability,After 6 months of identifying non-manager under-performance,Local â main product sold mostly in same municipality where establishment is located,15.0,No,Don't know (spontaneous),Don't know (spontaneous),No,,,,No,,,No,,,,,No,Don't know (spontaneous),No,No,Did not have a product to patent,No,No,No,No,No,No,,Interaction with suppliers,Major obstacle,Moderate obstacle,No obstacle,70.0,45.0,No,Yes,No,No,Yes,100,100,No,,,,,,No obstacle,Yes,5.0,,Yes,5.0,,Moderate obstacle,100,0,0,0,0,,,Yes,2000000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,No,,,No,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,Yes,No,No effect,,No obstacle,No,,,,,,,,,,,Establishmment's payment are too large to use mobile money,Tend to agree,30,Yes,3.0,No,Yes,5.0,No,,No payments or gifts are paid,,No,,No,,No,,No,,,Yes,14.0,No,No,,Remain the same,Decrease,Moderate obstacle,Moderate obstacle,Minor obstacle,Very severe obstacle,Very severe obstacle,No obstacle,32,44,12.0,20.0,4.0,6.0,2.0,0.0,2.0,,2,1.0,3.0,100.0,,No,,,,,No obstacle,No obstacle,Political instability,Don't know (spontaneous),6000000.0,10000000.0,,Don't know (spontaneous),8000000.0,Don't know (spontaneous),19,7,2018,15,27,9,,5,Female,,,,,,,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,Nb1252,No,No,50.000 to 250.000,1531,Kiambu,Medium (20-99),Food,Panel,3.0270364,3.7184258,2.5712914,93
628597,28,Food,Small,Kirinyaga,Food,Manufacturing,Kirinyaga,Small,12,7,2018,14,29,Kenya,Ce1017,English,Establishment,No,,,,,,2017,9,30,Shareholding company with non-traded shares or shares traded privately,,99,100,0,0,0,Yes,15.0,0,0,1985,15,Yes,1985,25,No,Yes,Cafe And Fair-Trade,No,No,Yes,Still in process,No,Yes,4.0,8.0,0.0,1.0,,Yes,1.0,Yes,Still in process,Yes,Yes,3.0,5.0,No,Minor obstacle,Manufacturing of ,Processing Of Coffee,100,1602803.0,"One Million, Six Hundred And Two Thousand, Eight Hundred And Three ",1226561.0,0,100,0,,,1985.0,No losses,No losses,100,0,,,,Minor obstacle,No obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,3-9 production performance indicators,Yes,Main focus was on long-term (one year or more) production targets,Possible to achieve with some effort,All managers and most production workers,No,,Based solely on performance and ability,After 6 months of identifying non-manager under-performance,International,Too many to count,No,Yes,Major obstacle,Yes,No,Introduced Two New Varieties Of Coffee,The Two New Coffee Varieties Are Resistant To Coffee Berry Disease Compared To The Old Variety,Yes,Use Of Digital Weighing Scales,The Digital Weighing Scales Are More Accurate Compared To Manual Weighing Scales,No,,No,No,No,No,No,No,No,Did not have a product to patent,No,No,No,No,No,No,,Internet,No obstacle,Moderate obstacle,No obstacle,70.0,10.0,No,No,No,No,No,100,100,No,,,,,,No obstacle,Yes,,140842.0,Yes,,400000.0,Major obstacle,100,0,0,0,0,,,Yes,15000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,No,,,Yes,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,No,No effect,,No obstacle,No,,,,,,,,,,,Don't know (spontaneous),Strongly disagree,No time was spent,No,,,Yes,1.0,No,,No payments or gifts are paid,,No,,No,,No,,No,,,No,,,Yes,Above my expectation,Don't know (spontaneous),Increase,Major obstacle,No obstacle,No obstacle,Minor obstacle,No obstacle,Major obstacle,6,6,5.0,1.0,1.0,2.0,2.0,5.0,1.0,,4,1.0,3.0,,4.0,Yes,100.0,,100.0,,No obstacle,Minor obstacle,Transport,293988.0,30000.0,10002.0,,1602803.0,23000.0,3000000.0,12,7,2018,15,37,4,,1,Male,,,,,,,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,Ce1015,No,No,Less than 50.000,1549,Kirinyaga,Small (5-19),Food,Panel,2.0673792,1.9398539,4.551427,68
628598,30,Textiles and Garments,Small,Kirinyaga,Retail,Retail services,Kirinyaga,Micro,10,7,2018,15,18,Kenya,Ce1017,English,Establishment,No,,,,,,2017,9,30,Shareholding company with non-traded shares or shares traded privately,,99,100,0,0,0,Yes,33.0,0,0,1996,10,Yes,1996,24,Yes,Yes,Flo And Cafe,No,No,No,,,No,,,,,,Yes,1.0,No,,,,,,No,Minor obstacle,Retail trade of ,Coffee,100,20944789.0,"Twenty Million, Nine Hundred And Forty Four Thousand, Seven Hundred And Eighty Nine",19223470.0,0,100,0,,,1996.0,No losses,No losses,100,0,,,,Minor obstacle,No obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,1-2 production performance indicators,Yes,Combination of short term and long term production targets,Possible to achieve with normal amount of effort,Most managers and most production workers,No,,Based solely on performance and ability,Rarely or never,,,,No,No obstacle,No,,,,Yes,Giving Inputs To Farmers,Increased Production Due To Inputs Compared To Before,No,,Yes,Yes,No,No,No,No,No,Not aware of the importance of patenting a new product or process,No,No,No,No,Yes,No,,Interactions with customers,No obstacle,Minor obstacle,Minor obstacle,,,,,,,,100,100,No,,,5.0,Other,Acres,No obstacle,Yes,,35256.0,No,,,No obstacle,100,0,0,0,0,,,No,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,Yes,No,No effect,,No obstacle,No,,,,,,,,,,,Establishmment's payment are too large to use mobile money,Strongly agree,No time was spent,No,,,Yes,1.0,No,,No payments or gifts are paid,,No,,No,,No,,No,,,Yes,7.0,No,No,,Remain the same,Remain the same,Moderate obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,4,4,,,,,,,,1.0,22,5.0,3.0,,2.0,Yes,,,,,No obstacle,Minor obstacle,Inadequately educated workforce,704212.0,,60152.0,10000000.0,,,,10,7,2018,16,4,4,,1,Female,,,,,,,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,Ce1015,No,No,Less than 50.000,5220,Kirinyaga,"Small, Medium and Large (5+)",Textiles and Garments,Panel,1.0,1.3100291,1.8277891,83
628599,31,Food,Medium,Kirinyaga,Food,Manufacturing,Kirinyaga,Medium,21,8,2018,14,29,Kenya,Ce1017,English,Establishment,No,,,,,,2017,6,30,Shareholding company with non-traded shares or shares traded privately,,5,100,0,0,0,Yes,30.0,5,0,1974,50,Yes,1974,22,No,Yes,"Iso ...22000-2005,Iso 90001...2015,Rain Forest Alliance,",No,No,No,,,Yes,3.0,26.0,0.0,1.0,,Yes,10.0,No,,,No,,,No,Minor obstacle,Manufacturing of ,Processing Of Tea,100,1253152089.0,"One Billion, Two Hundred And Fifty Three Million, One Hundred And Fifty Two Thousand And Eighty Nine",1628879175.0,5,70,25,60.0,No,1974.0,No losses,No losses,100,0,,,,Major obstacle,No obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,3-9 production performance indicators,Yes,Combination of short term and long term production targets,Possible to achieve with normal amount of effort,All managers and most production workers,No,,Non-managers are normally not promoted,Rarely or never,International,Too many to count,No,No,No obstacle,No,,,,Yes,Use Of Electronic Weighing Scales,They Were Using Manual Which Was Slow And Prone To Theft Compared To The Electronic One,No,,Yes,Yes,Yes,No,No,Yes,No,Did not have a product to patent,No,No,No,No,Yes,No,,Knowledge from parent or sister company,No obstacle,Moderate obstacle,No obstacle,90.0,144.0,No,Yes,No,No,No,100,100,No,,,,,,No obstacle,Yes,,1824000.0,No,,,No obstacle,100,0,0,0,0,,,Yes,7468448.0,0.0,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,No,,,Yes,No,Yes,Private commercial banks,2017.0,27608071.0,No,,,,,,,1.0,13762139.0,No,No,No need for a loan - establishment had sufficient capital,,Yes,No,No effect,,No obstacle,No,,,,,,,,,,,Don't know (spontaneous),Tend to disagree,10,Yes,4.0,No,Yes,3.0,No,,No payments or gifts are paid,,No,,No,,No,,No,,,No,,,No,,Remain the same,Increase,Moderate obstacle,Moderate obstacle,No obstacle,Minor obstacle,Minor obstacle,No obstacle,63,60,40.0,23.0,10.0,27.0,3.0,10.0,6.0,,128,37.0,3.0,,63.0,Yes,100.0,,100.0,,No obstacle,No obstacle,Transport,68149619.0,800000000.0,29787241.0,,1155221492.0,1200000000.0,200000000.0,21,8,2018,16,17,4,,4,Male,,,,,,,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,Ce1015,No,No,Less than 50.000,1549,Kirinyaga,Medium (20-99),Food,Panel,1.145957,1.1989987,1.2917475,73
628600,33,Textiles and Garments,Medium,Kiambu,Garments,Manufacturing,Kiambu,Small,3,8,2018,10,34,Kenya,Nb1378,English,Establishment,No,,,,,,2017,12,31,Limited partnership,,99,100,0,0,0,No,,1,100,1979,Don't know (spontaneous),Yes,1979,40,No,No,,No,No,No,,,Yes,2.0,2.0,40.0,None,,No,,No,,,No,,,No,Very severe obstacle,Manufacturing of ,Garments And Uniforms,100,100000000.0,One Hundred Million,90000000.0,100,0,0,,,,1,No internal shipments made (does not apply),90,10,Yes,Don't know (spontaneous),Does not apply (spontaneous),Moderate obstacle,No obstacle,We fixed it but did not take further action,Yes,3-9 production performance indicators,Yes,Main focus was on short-term (less than one year) production targets,Possible to achieve without much effort,Only senior managers,No,,Non-managers are normally not promoted,DOES NOT APPLY (SPONTANEOUS),National â main product sold mostly across the country where establishment is located,Too many to count,No,Yes,Moderate obstacle,No,,,,No,,,No,,,,,No,No,No,No,Did not have a product to patent,No,No,No,No,No,No,,Interactions with customers,Minor obstacle,Minor obstacle,Minor obstacle,50.0,45.0,No,No,No,No,Yes,100,100,No,,,,,,Minor obstacle,No,,,No,,,No obstacle,100,0,0,0,0,,,No,,,,,,,,,,,,,,,No,,,Yes,No,No,,,,,,,,,,,,,Don't know (spontaneous),Don't know (spontaneous),,,No,No,No effect,,No obstacle,No,,,,,,,,,,,Don't know (spontaneous),Strongly disagree,7,No,,,No,,Don't know (spontaneous),,No payments or gifts are paid,,No,,No,,Don't know (spontaneous),,No,,,No,,,Yes,Above my expectation,Remain the same,Remain the same,Minor obstacle,No obstacle,Moderate obstacle,Major obstacle,Minor obstacle,Minor obstacle,25,25,25.0,0.0,25.0,0.0,0.0,25.0,0.0,,30,30.0,10.0,25.0,,No,,,,,Moderate obstacle,Major obstacle,Inadequately educated workforce,3000000.0,35000000.0,600000.0,,100000000.0,35000000.0,40000000.0,3,8,2018,11,46,2,,1,Male,,,,,,,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,Nb1252,No,No,50.000 to 250.000,1810,Kiambu,Medium (20-99),Textiles and Garments,Panel,1.1009073,1.517448,1.092149,95
628601,36,Other Manufacturing,Medium,Kiambu,Machinery and equipment (29-30),Manufacturing,Kiambu,Medium,10,7,2018,8,58,Kenya,Nb0656,English,Establishment,No,,,,,,2017,12,31,Shareholding company with shares trade in the stock market,,50,100,0,0,0,Yes,50.0,100,100,1987,80,No,1990,30,No,No,,No,Yes,No,,,Yes,3.0,3.0,0.0,5.0,,Yes,1.0,No,,,No,,,Yes,No obstacle,Manufacturing of ,"Farm Equipment And Machine Spares Using Various Metals, Rubber And Plastics",90,15000000.0,Fifteen Million,144000000.0,100,0,0,,,,No losses,No losses,90,10,Yes,30.0,No,Minor obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,Yes,1-2 production performance indicators,Yes,Combination of short term and long term production targets,Only possible to achieve with extraordinary effort,Only senior managers,Yes,Their own performance as measured by targets,Non-managers are normally not promoted,Rarely or never,Local â main product sold mostly in same municipality where establishment is located,Too many to count,No,Yes,Major obstacle,Yes,Yes,Imported High Quality Security Seals,"Before, The Seal Was Manually Produced But Now It Is Automatically Produced",No,,,No,,No,No,No,No,No,No,No,Did not have a product to patent,No,No,No,No,No,No,,Professional journals and trade publications,Major obstacle,Major obstacle,Major obstacle,80.0,45.0,Yes,Yes,Yes,Yes,Yes,0,0,No,,,,,,Does not apply,Yes,1.0,,No,,,No obstacle,100,0,0,0,0,,,Yes,800000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,Yes,300000.0,0.0,Yes,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,Yes,No,No effect,,Moderate obstacle,No,,,,,,,,,,,Establishmment's payment are too large to use mobile money,Strongly agree,No time was spent,No,,,No,,No,,No payments or gifts are paid,,No,,No,,No,,No,,,Yes,7.0,No,Yes,In line with my expectation,Increase,Increase,Major obstacle,Minor obstacle,Moderate obstacle,No obstacle,Major obstacle,No obstacle,23,60,18.0,5.0,5.0,4.0,9.0,0.0,0.0,,No full-time seasonal or temporary workers,,,100.0,,No,,,,,No obstacle,No obstacle,Political instability,180000000.0,50000000.0,200000.0,,180000000.0,1500000.0,2000000000.0,10,7,2018,9,44,9,,2,Female,,,,,,,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,Nb1252,No,Yes,50.000 to 250.000,2929,Kiambu,Medium (20-99),Other Manufacturing,Panel,1.632309,2.4906144,1.8938062,97
